=== Мониторинг приложения на порту 3010 ===
Начало: Вт мая  5 19:24:12 MSK 2026
Интервал: 2 секунды
-------------------------------------------
Время           | CPU% | MEM% | RSS_MB | Потоки
19:29:24         |  9.0 |  3.5 |    581 |     12
19:29:26         |  8.6 |  3.0 |    505 |     12
19:29:28         |  8.6 |  3.1 |    520 |     12
19:29:30         |  8.8 |  3.3 |    552 |     12
19:29:32         |  8.4 |  3.0 |    504 |     12
19:29:34         |  8.5 |  3.1 |    519 |     12
19:29:36         |  8.2 |  2.6 |    435 |     12
19:29:38         |  8.7 |  3.1 |    518 |     12
19:29:40         |  9.0 |  2.6 |    436 |     12
19:29:42         |  8.8 |  3.3 |    555 |     12
19:29:44         |  8.2 |  3.2 |    536 |     12
19:29:46         |  9.0 |  2.7 |    449 |     12
19:29:48         |  8.5 |  2.9 |    487 |     12
19:29:50         |  8.2 |  3.1 |    522 |     12
19:29:52         |  8.0 |  3.2 |    534 |     12
19:29:54         |  8.4 |  2.8 |    471 |     12
19:29:56         |  8.0 |  3.3 |    554 |     12
19:29:58         |  8.7 |  3.3 |    548 |     12
19:30:00         |  8.4 |  3.3 |    549 |     12
19:30:02         |  9.0 |  2.8 |    467 |     12
19:30:04         |  8.2 |  2.7 |    454 |     12
19:30:06         |  8.8 |  3.4 |    568 |     12
19:30:08         |  8.3 |  3.4 |    571 |     12
19:30:10         |  8.1 |  3.2 |    535 |     12
19:30:12         |  8.5 |  3.5 |    583 |     12
19:30:14         |  8.5 |  3.0 |    503 |     12
19:30:16         |  8.4 |  2.7 |    449 |     12
19:30:18         |  8.6 |  3.4 |    566 |     12
19:30:20         |  8.2 |  3.5 |    582 |     12
19:30:22         |  8.2 |  2.6 |    436 |     12
19:30:24         |  8.6 |  3.1 |    518 |     12
19:30:26         |  8.3 |  3.4 |    571 |     12
19:30:28         |  8.2 |  2.5 |    422 |     12
19:30:30         |  8.6 |  2.7 |    452 |     12
19:30:32         |  8.7 |  3.4 |    570 |     12
19:30:34         |  8.4 |  3.0 |    503 |     12
19:30:36         |  8.2 |  3.4 |    568 |     12
19:30:38         |  8.8 |  2.5 |    419 |     12
19:30:40         |  8.5 |  3.2 |    536 |     12
19:30:42         |  8.5 |  3.2 |    539 |     12
19:30:44         |  8.6 |  3.3 |    553 |     12
19:30:46         |  8.4 |  3.2 |    532 |     12
19:30:48         |  9.0 |  2.7 |    450 |     12
19:30:50         |  8.1 |  2.9 |    484 |     12
19:30:52         |  8.0 |  2.6 |    438 |     12
19:30:54         |  9.0 |  3.1 |    517 |     12
19:30:56         |  8.5 |  3.4 |    565 |     12
19:30:58         |  8.2 |  3.5 |    586 |     12
19:31:00         |  8.7 |  3.1 |    517 |     12
19:31:02         |  8.2 |  2.6 |    437 |     12
19:31:04         |  8.7 |  2.9 |    487 |     12
19:31:06         |  8.3 |  2.5 |    418 |     12
19:31:08         |  8.7 |  3.3 |    550 |     12
19:31:10         |  8.7 |  2.5 |    417 |     12
19:31:12         |  8.8 |  2.8 |    472 |     12
19:31:14         |  8.6 |  3.5 |    583 |     12
19:31:16         |  8.4 |  2.8 |    468 |     12
19:31:18         |  8.9 |  3.4 |    569 |     12
19:31:20         |  8.9 |  3.6 |    602 |     12
19:31:22         |  8.8 |  2.6 |    437 |     12
19:31:24         |  8.6 |  3.6 |    604 |     12
19:31:26         |  9.0 |  2.9 |    485 |     12
19:31:28         |  8.2 |  3.1 |    520 |     12
19:31:30         |  8.8 |  3.0 |    502 |     12
19:31:32         |  8.9 |  2.7 |    453 |     12
19:31:34         |  8.2 |  3.3 |    553 |     12
19:31:36         |  8.5 |  3.3 |    550 |     12
19:31:38         |  8.9 |  2.9 |    486 |     12
19:31:40         |  8.7 |  2.9 |    487 |     12
19:31:42         |  8.4 |  3.1 |    517 |     12
19:31:44         |  8.7 |  3.4 |    567 |     12
19:31:46         |  8.2 |  2.8 |    469 |     12
19:31:48         |  8.8 |  3.1 |    521 |     12
19:31:50         |  8.8 |  2.9 |    484 |     12
19:31:52         |  8.3 |  2.6 |    437 |     12
19:31:54         |  8.5 |  3.0 |    500 |     12
19:31:56         |  8.5 |  3.5 |    586 |     12
19:31:58         |  8.4 |  3.2 |    536 |     12
19:32:00         |  8.2 |  3.2 |    534 |     12
19:32:02         |  8.1 |  3.5 |    581 |     12
19:32:04         |  8.6 |  2.9 |    487 |     12
19:32:06         |  8.5 |  2.9 |    485 |     12
19:32:08         |  8.3 |  3.2 |    538 |     12
19:32:10         |  8.4 |  3.5 |    586 |     12
19:32:12         |  8.0 |  3.3 |    550 |     12
19:32:14         |  8.9 |  3.0 |    501 |     12
19:32:16         |  8.3 |  3.6 |    598 |     12
19:32:18         |  8.1 |  3.1 |    521 |     12
19:32:20         |  8.4 |  3.0 |    502 |     12
19:32:22         |  8.7 |  3.1 |    522 |     12
19:32:24         |  8.6 |  3.5 |    583 |     12
19:32:26         |  8.3 |  3.0 |    501 |     12
19:32:28         |  8.6 |  3.5 |    583 |     12
19:32:30         |  8.5 |  3.5 |    581 |     12
19:32:32         |  8.2 |  3.2 |    537 |     12
19:32:34         |  8.6 |  2.6 |    436 |     12
19:32:36         |  8.2 |  2.8 |    471 |     12
19:32:38         |  8.7 |  3.7 |    620 |     12
19:32:40         |  8.6 |  2.7 |    452 |     12
19:32:42         |  8.4 |  3.5 |    586 |     12
19:32:44         |  8.2 |  3.5 |    584 |     12
19:32:46         |  8.8 |  2.6 |    438 |     12
19:32:48         |  8.4 |  3.4 |    567 |     12
19:32:50         |  8.7 |  3.1 |    518 |     12
19:32:52         |  8.7 |  3.4 |    568 |     12
19:32:54         |  8.8 |  3.4 |    567 |     12
19:32:56         |  8.2 |  3.7 |    613 |     12
